"","id","day","airline","destination","dest_region","dest_size","boarding_area","dept_time","wait_min","cleanliness","safety","satisfaction"
"184",1007,"Friday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",155,"Somewhat clean","Very safe","Very satisfied"
"185",1373,"Tuesday","UNITED INTL","SHANGHAI","Asia","Hub","Gates 91-102","2018-12-31",145,"Clean","Very safe","Somewhat satsified"
"186",1851,"Sunday","ALASKA","KAHULUI","West US","Small","Gates 50-59","2018-12-31",355,"Somewhat clean","Very safe","Very satisfied"
"187",2226,"Thursday","SOUTHWEST","SANTA ANA","West US","Medium","Gates 20-39","2018-12-31",65,"Somewhat clean","Somewhat safe","Somewhat satsified"
"188",2248,"Wednesday","UNITED","LOS ANGELES","West US","Hub","Gates 60-69","2018-12-31",155,"Clean","Very safe","Very satisfied"
"189",849,"Tuesday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",112,"Somewhat clean","Very safe","Somewhat satsified"
"190",1896,"Tuesday","UNITED","BOSTON","East US","Large","Gates 70-90","2018-12-31",115,"Somewhat clean","Somewhat safe","Very satisfied"
"191",1489,"Wednesday","HAWAIIAN AIR","HONOLULU","West US","Medium","Gates 1-12","2018-12-31",135,"Somewhat clean","Very safe","Somewhat satsified"
"192",2183,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",165,"Somewhat clean","Very safe","Very satisfied"
"193",297,"Thursday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",82,"Clean","Very safe","Very satisfied"
"194",2903,"Friday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",195,"Clean","Very safe","Very satisfied"
"195",845,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",115,"Clean","Somewhat safe","Very satisfied"
"196",2418,"Tuesday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",135,"Somewhat clean","Somewhat safe","Somewhat satsified"
"197",516,"Thursday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",35,"Somewhat clean","Somewhat safe","Very satisfied"
"198",1914,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",185,"Somewhat clean","Very safe","Somewhat satsified"
"199",2002,"Friday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",185,"Somewhat clean","Very safe","Very satisfied"
"200",3102,"Sunday","COPA","PANAMA CITY","Central/South America","Medium","Gates 1-12","2018-12-31",173,"Somewhat clean","Very safe","Very satisfied"
"201",2843,"Tuesday","UNITED","SEATTLE","West US","Hub","Gates 70-90","2018-12-31",187,"Somewhat clean","Very safe","Somewhat satsified"
"202",1372,"Tuesday","UNITED INTL","PARIS-DE GAULLE","Europe","Hub","Gates 91-102","2018-12-31",205,"Somewhat clean","Very safe","Somewhat satsified"
"203",252,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",100,"Clean","Very safe","Somewhat satsified"
"204",2379,"Wednesday","UNITED INTL","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",250,"Somewhat clean","Somewhat safe","Very satisfied"
"205",1327,"Tuesday","UNITED INTL","SHANGHAI","Asia","Hub","Gates 91-102","2018-12-31",200,"Clean","Very safe","Somewhat satsified"
"206",664,"Thursday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",120,"Somewhat clean","Somewhat safe","Somewhat satsified"
"207",2550,"Tuesday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",300,"Clean","Very safe","Very satisfied"
"208",1523,"Wednesday","JETBLUE","NEW YORK-JFK","East US","Hub","Gates 1-12","2018-12-31",81,"Somewhat clean","Very safe","Somewhat satsified"
"209",2292,"Wednesday","WOW","REYKJAVIK","Europe","Small","Gates 91-102","2018-12-31",205,"Somewhat clean","Very safe","Somewhat satsified"
"210",1546,"Wednesday","AIR CHINA","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",200,"Somewhat clean","Somewhat safe","Somewhat satsified"
"211",1161,"Thursday","DELTA","NEW YORK-JFK","East US","Hub","Gates 40-48","2018-12-31",135,"Somewhat clean","Very safe","Somewhat satsified"
"212",837,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",90.0000000000002,"Clean","Very safe","Very satisfied"
"213",103,"Tuesday","UNITED","WASHINGTON DC-DULLES","East US","Medium","Gates 70-90","2018-12-31",130,"Somewhat clean","Very safe","Somewhat satsified"
"214",2254,"Wednesday","UNITED","LOS ANGELES","West US","Hub","Gates 60-69","2018-12-31",185,"Clean","Very safe","Very satisfied"
"215",1764,"Thursday","AMERICAN","CHICAGO-O'HARE","Midwest US","Hub","Gates 50-59","2018-12-31",130,"Somewhat clean","Very safe","Neutral"
"216",2158,"Saturday","CHINA EASTERN","QINGDAO","Asia","Large","Gates 1-12","2018-12-31",160,"Somewhat clean","Very safe",NA
"217",2557,"Tuesday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",135,"Somewhat clean","Very safe","Somewhat satsified"
"218",2383,"Wednesday","UNITED INTL","SYDNEY","Australia/New Zealand","Hub","Gates 91-102","2018-12-31",215,"Clean","Very safe","Somewhat satsified"
"219",842,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",145,"Somewhat clean","Very safe","Somewhat satsified"
"220",413,"Saturday","UNITED","PHOENIX","West US","Hub","Gates 70-90","2018-12-31",115,"Somewhat clean","Very unsafe","Very satisfied"
"221",401,"Sunday","UNITED","HOUSTON-BUSH","Midwest US","Hub","Gates 70-90","2018-12-31",272,"Somewhat clean","Very safe","Somewhat satsified"
"222",2569,"Saturday","INTERJET","GUADALAJARA","Canada/Mexico","Medium","Gates 1-12","2018-12-31",285,NA,NA,NA
"223",2803,"Tuesday","SOUTHWEST","PHOENIX","West US","Hub","Gates 20-39","2018-12-31",90,"Clean","Very safe","Somewhat satsified"
"224",293,"Thursday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",182,"Clean","Very safe","Very satisfied"
"225",1509,"Wednesday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",105,"Clean","Very safe","Neutral"
"226",1192,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",30.0000000000001,"Clean","Very safe","Very satisfied"
"227",191,"Wednesday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",35.0000000000002,"Clean","Very safe","Very satisfied"
"228",1558,"Wednesday","DELTA","ATLANTA","East US","Hub","Gates 40-48","2018-12-31",105,"Somewhat clean","Very safe","Somewhat satsified"
"229",1447,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-01-01",209,"Clean","Somewhat safe","Neutral"
"230",3061,"Sunday","COPA","PANAMA CITY","Central/South America","Medium","Gates 1-12","2018-12-31",863,"Somewhat clean","Somewhat safe","Somewhat satsified"
"231",886,"Tuesday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",175,"Clean","Very safe","Somewhat satsified"
"232",330,"Friday","ALASKA","SAN DIEGO","West US","Medium","Gates 50-59","2018-12-31",156,"Somewhat clean","Somewhat safe","Somewhat satsified"
"233",1462,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-01-01",179,"Clean","Very safe","Very satisfied"
"234",2746,"Thursday","DELTA","ATLANTA","East US","Hub","Gates 40-48","2018-12-31",30.0000000000001,"Clean","Very safe","Very satisfied"
"235",3206,"Tuesday","UNITED","EUGENE","West US","Small","Gates 70-90","2018-12-31",150,"Clean","Very safe","Very satisfied"
"236",741,"Sunday","ALASKA","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",120,"Somewhat clean","Very safe","Somewhat satsified"
"237",2299,"Tuesday","UNITED","SAN ANTONIO","Midwest US","Medium","Gates 70-90","2018-12-31",120,"Clean","Somewhat safe","Very satisfied"
"238",3,"Tuesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",80,"Clean","Somewhat safe","Somewhat satsified"
"239",271,"Thursday","UNITED","LOS ANGELES","West US","Hub","Gates 70-90","2018-12-31",80,"Clean","Somewhat safe","Somewhat satsified"
"240",1452,"Wednesday","UNITED","LAS VEGAS","West US","Hub","Gates 60-69","2018-12-31",82,"Clean","Very safe","Very satisfied"
"241",3041,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",185,"Somewhat clean","Very safe","Somewhat satsified"
"242",2543,"Tuesday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",120,"Clean","Very safe","Very satisfied"
"243",576,"Thursday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",112,"Somewhat clean","Somewhat safe","Very satisfied"
"244",1584,"Wednesday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",125,"Clean","Very safe","Somewhat satsified"
"245",1133,"Tuesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",100,"Somewhat clean","Somewhat safe","Very satisfied"
"246",2191,"Wednesday","AER LINGUS","DUBLIN","Europe","Large","Gates 91-102","2018-12-31",180,"Clean","Somewhat safe","Very satisfied"
"247",2112,"Tuesday","AMERICAN","PHOENIX","West US","Hub","Gates 50-59","2018-12-31",121,"Somewhat clean","Very safe","Very satisfied"
"248",866,"Tuesday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",115,"Clean","Very safe","Very satisfied"
"249",3122,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",14.9999999999999,"Clean","Somewhat safe","Very satisfied"
"250",2456,"Friday","UNITED","DENVER","West US","Hub","Gates 70-90","2018-12-31",86,"Average","Neutral","Neutral"
"251",847,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",55.0000000000001,"Clean","Somewhat safe","Somewhat satsified"
"252",2659,"Tuesday","SOUTHWEST","DENVER","West US","Hub","Gates 20-39","2018-12-31",79.9999999999999,"Somewhat clean","Somewhat safe","Somewhat satsified"
"253",3208,"Thursday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",90,"Clean","Very safe","Very satisfied"
"254",2846,"Tuesday","UNITED","SEATTLE","West US","Hub","Gates 70-90","2018-12-31",97.0000000000001,"Clean","Somewhat safe","Very satisfied"
"255",963,"Friday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",175,"Somewhat clean","Very safe","Somewhat satsified"
"256",2537,"Tuesday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",115,"Clean","Very safe","Very satisfied"
"257",615,"Tuesday","ALASKA","WASHINGTON DC-DULLES","East US","Medium","Gates 50-59","2018-12-31",245,"Clean","Very safe","Very satisfied"
"258",1173,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",125,"Clean","Very safe","Very satisfied"
"259",2652,"Tuesday","SOUTHWEST","DENVER","West US","Hub","Gates 20-39","2018-12-31",79.9999999999999,"Clean","Very safe","Somewhat satsified"
"260",2195,"Thursday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",150,"Somewhat clean","Somewhat safe","Somewhat satsified"
"261",2453,"Friday","UNITED","DENVER","West US","Hub","Gates 70-90","2018-12-31",161,"Somewhat clean","Very safe","Very satisfied"
"262",323,"Thursday","UNITED","BURBANK","West US","Small","Gates 70-90","2018-12-31",250,"Clean","Very safe","Very satisfied"
"263",748,"Thursday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",145,"Clean","Very safe","Very satisfied"
"264",840,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",85.0000000000002,"Clean","Very safe","Very satisfied"
"265",2451,"Friday","ALASKA","SALT LAKE CITY","West US","Medium","Gates 1-12","2018-12-31",600,"Somewhat clean","Very safe","Somewhat satsified"
"266",1429,"Saturday","UNITED","KANSAS CITY","Midwest US","Medium","Gates 70-90","2018-12-31",120,"Somewhat clean","Very safe","Somewhat satsified"
"267",241,"Thursday","UNITED","NASHVILLE","Midwest US","Medium","Gates 70-90","2018-12-31",176,"Clean","Very safe","Very satisfied"
"268",2458,"Friday","ALASKA","SALT LAKE CITY","West US","Medium","Gates 1-12","2018-12-31",510,"Clean","Very safe","Very satisfied"
"269",1589,"Thursday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",110,"Clean","Somewhat safe","Very satisfied"
"270",2404,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",250,"Somewhat clean","Very safe","Somewhat satsified"
"271",1044,"Friday","AIR CANADA","CALGARY","Canada/Mexico","Medium","Gates 91-102","2018-12-31",355,"Clean","Very safe","Very satisfied"
"272",1855,"Sunday","ALASKA","KAHULUI","West US","Small","Gates 50-59","2018-12-31",175,"Clean","Very safe","Very satisfied"
"273",1178,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",115,"Somewhat clean","Very safe","Somewhat satsified"
"274",1009,"Friday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",94.9999999999998,"Clean","Very safe","Very satisfied"
"275",2192,"Thursday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",180,"Clean","Very safe","Very satisfied"
"276",3091,"Sunday","ALASKA","NEWARK","East US","Hub","Gates 50-59","2018-12-31",140,"Clean","Very safe","Very satisfied"
"277",1266,"Thursday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",155,"Clean","Somewhat safe","Somewhat satsified"
"278",3207,"Thursday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",70,"Clean","Very safe","Somewhat satsified"
"279",1853,"Sunday","ALASKA","KAHULUI","West US","Small","Gates 50-59","2018-12-31",145,"Clean","Very safe","Very satisfied"
"280",2134,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",213,"Clean","Very safe","Very satisfied"
"281",1569,"Wednesday","DELTA","DETROIT","Midwest US","Large","Gates 40-48","2018-12-31",85,"Somewhat clean","Very safe","Somewhat satsified"
"282",2676,"Tuesday","SOUTHWEST","DENVER","West US","Hub","Gates 20-39","2018-12-31",170,"Clean","Very safe","Very satisfied"
"283",1235,"Thursday","CHINA EASTERN","SHANGHAI","Asia","Hub","Gates 1-12","2018-12-31",130,"Clean","Somewhat safe","Neutral"
"284",1525,"Wednesday","ALASKA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",150,"Average","Very safe","Very satisfied"
"285",2189,"Wednesday","AER LINGUS","DUBLIN","Europe","Large","Gates 91-102","2018-12-31",210,"Somewhat clean","Very safe","Somewhat satsified"
"286",5,"Tuesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",170,"Somewhat clean","Very safe","Somewhat satsified"
"287",1529,"Wednesday","ALASKA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",120,"Somewhat clean","Somewhat safe","Very satisfied"
"288",1443,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-01-01",179,"Clean","Very safe","Very satisfied"
"289",2294,"Tuesday","UNITED","SAN ANTONIO","Midwest US","Medium","Gates 70-90","2018-12-31",59.9999999999999,"Clean","Very safe","Somewhat satsified"
"290",1368,"Tuesday","UNITED INTL","PARIS-DE GAULLE","Europe","Hub","Gates 91-102","2018-12-31",125,"Clean","Neutral","Somewhat satsified"
"291",1539,"Wednesday","AIR CHINA","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",110,"Clean","Very safe","Very satisfied"
"292",3163,"Thursday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",75,"Clean","Very safe","Very satisfied"
"293",2421,"Tuesday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",300,"Clean","Very safe","Very satisfied"
"294",2411,"Wednesday","AIR NEW ZEALAND","AUCKLAND","Australia/New Zealand","Medium","Gates 91-102","2018-12-31",180,"Clean","Very safe","Somewhat satsified"
"295",2381,"Wednesday","UNITED INTL","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",195,"Clean","Very safe","Very satisfied"
"296",1047,"Friday","AIR CANADA","CALGARY","Canada/Mexico","Medium","Gates 91-102","2018-12-31",325,"Somewhat clean","Very safe","Somewhat satsified"
"297",2590,"Saturday","INTERJET","GUADALAJARA","Canada/Mexico","Medium","Gates 1-12","2018-12-31",135,"Clean","Very safe","Very satisfied"
"298",1586,"Wednesday","UNITED INTL","HONG KONG","Asia","Hub","Gates 91-102","2018-12-31",240,"Clean","Very safe","Very satisfied"
"299",2621,"Saturday","AEROMEXICO","MEXICO CITY","Canada/Mexico","Hub","Gates 1-12","2018-12-31",125,"Clean","Very safe","Very satisfied"
"300",277,"Thursday","UNITED","BALTIMORE","East US","Medium","Gates 70-90","2018-12-31",63.9999999999999,"Somewhat clean","Very safe","Somewhat satsified"
"301",1239,"Thursday","UNITED INTL","TOKYO-NARITA","Asia","Hub","Gates 91-102","2018-12-31",150,"Somewhat clean","Very safe","Somewhat satsified"
"302",375,"Friday","ALASKA","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",55,"Somewhat clean","Somewhat safe","Somewhat satsified"
"303",2290,"Wednesday","WOW","REYKJAVIK","Europe","Small","Gates 91-102","2018-12-31",155,"Clean","Very safe","Very satisfied"
"304",2288,"Tuesday","UNITED","SAN ANTONIO","Midwest US","Medium","Gates 70-90","2018-12-31",150,"Clean","Very safe","Very satisfied"
"305",618,"Tuesday","ALASKA","WASHINGTON DC-DULLES","East US","Medium","Gates 50-59","2018-12-31",155,"Clean","Very safe","Somewhat satsified"
"306",1040,"Friday","AIR CANADA","CALGARY","Canada/Mexico","Medium","Gates 91-102","2018-12-31",295,"Clean","Very safe","Very satisfied"
"307",2145,"Wednesday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",125,"Clean","Very safe","Somewhat satsified"
"308",1795,"Sunday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",85,"Average","Very safe","Neutral"
"309",387,"Friday","ALASKA","INDIANAPOLIS","Midwest US","Medium","Gates 50-59","2018-12-31",160,"Clean","Very safe","Very satisfied"
"310",2789,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",110,"Clean","Very safe","Very satisfied"
"311",1095,"Tuesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",255,"Somewhat clean","Very safe","Somewhat satsified"
"312",2111,"Monday","UNITED INTL","MEXICO CITY","Canada/Mexico","Hub","Gates 91-102","2018-12-31",100,"Clean","Somewhat safe","Somewhat satsified"
"313",2777,"Thursday","DELTA","ATLANTA","East US","Hub","Gates 40-48","2018-12-31",110,"Clean","Very safe","Very satisfied"
"314",662,"Thursday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",225,"Clean","Very safe","Very satisfied"
"315",1176,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",85,"Clean","Very safe","Very satisfied"
"316",1470,"Wednesday","AVIANCA","SAN SALVADOR","Central/South America","Small","Gates 1-12","2018-12-31",125,"Clean","Very safe",NA
"317",2391,"Wednesday","UNITED INTL","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",165,"Clean","Very safe","Very satisfied"
"318",2573,"Saturday","INTERJET","GUADALAJARA","Canada/Mexico","Medium","Gates 1-12","2018-12-31",105,"Clean","Very safe","Very satisfied"
"319",3058,"Tuesday","AMERICAN","MIAMI","East US","Hub","Gates 50-59","2018-12-31",125,"Clean","Very safe","Very satisfied"
"320",1100,"Tuesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",105,"Clean","Very safe","Very satisfied"
"321",6,"Tuesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",140,"Clean","Very safe","Very satisfied"
