"branch","component","sex","weight_kg","waist_circum_m","stature_m"
"Combat Arms","Army National Guard","Male",100.6,1.018,1.816
"Combat Arms","Army National Guard","Male",60.6,0.761,1.719
"Combat Arms","Army National Guard","Male",77.8,0.871,1.79
"Combat Arms","Army National Guard","Male",65,0.838,1.688
"Combat Arms","Army National Guard","Male",112.6,1.137,1.762
"Combat Arms","Army National Guard","Male",90.7,0.978,1.694
"Combat Arms","Army National Guard","Male",81.5,0.843,1.764
"Combat Arms","Army National Guard","Male",67.3,0.777,1.727
"Combat Arms","Army National Guard","Male",72.7,0.81,1.84
"Combat Service Support","Army National Guard","Male",82.9,0.944,1.735
"Combat Service Support","Army National Guard","Male",93.6,1.004,1.758
"Combat Service Support","Army National Guard","Male",93.2,0.947,1.802
"Combat Service Support","Army National Guard","Male",87.9,0.858,1.802
"Combat Arms","Army National Guard","Male",95.1,0.99,1.8
"Combat Support","Army National Guard","Male",75.6,0.887,1.769
"Combat Service Support","Army National Guard","Male",78,0.833,1.897
"Combat Service Support","Army National Guard","Male",92.6,0.996,1.69
"Combat Arms","Army National Guard","Male",130.2,1.168,1.786
"Combat Arms","Army National Guard","Male",82.1,0.912,1.907
"Combat Arms","Army National Guard","Male",109.8,1.113,1.779
"Combat Service Support","Army National Guard","Male",95.6,0.897,1.861
"Combat Arms","Army National Guard","Male",63.3,0.753,1.685
"Combat Service Support","Army National Guard","Male",97.1,0.981,1.797
"Combat Service Support","Army National Guard","Male",76,0.805,1.687
"Combat Arms","Army National Guard","Male",92.6,1.003,1.805
"Combat Arms","Army National Guard","Male",108.4,1.162,1.755
"Combat Support","Army National Guard","Male",56.2,0.757,1.702
"Combat Arms","Army National Guard","Male",87.4,0.943,1.746
"Combat Service Support","Army National Guard","Male",63.3,0.824,1.67
"Combat Service Support","Army National Guard","Male",82.6,1.017,1.624
"Combat Support","Army National Guard","Male",103.3,1.117,1.751
"Combat Service Support","Army National Guard","Male",77.2,0.88,1.77
"Combat Support","Army National Guard","Male",88,1.005,1.722
"Combat Service Support","Army National Guard","Male",105,1.182,1.681
"Combat Service Support","Army National Guard","Male",98.2,1.02,1.779
"Combat Support","Army National Guard","Male",68.9,0.76,1.93
"Combat Service Support","Army National Guard","Male",85.3,0.96,1.796
"Combat Support","Army National Guard","Male",98.4,1.2,1.658
"Combat Service Support","Army National Guard","Male",68.1,0.87,1.582
"Combat Service Support","Army National Guard","Male",112.9,1.122,1.807
"Combat Service Support","Army National Guard","Male",93.9,0.861,1.929
"Combat Service Support","Army National Guard","Male",99.4,0.974,1.743
"Combat Service Support","Army National Guard","Male",105.4,1.195,1.714
"Combat Service Support","Army National Guard","Male",66.4,0.835,1.697
"Combat Service Support","Army National Guard","Male",75.3,0.972,1.727
"Combat Service Support","Army National Guard","Male",109.5,1.113,1.709
"Combat Service Support","Army National Guard","Male",67.9,0.785,1.751
"Combat Service Support","Army National Guard","Male",75.7,0.802,1.719
"Combat Service Support","Army National Guard","Male",99.6,1.02,1.817
"Combat Support","Army National Guard","Male",98.1,0.904,1.927
"Combat Service Support","Army National Guard","Male",111.6,1.095,1.851
"Combat Arms","Army National Guard","Male",72.9,0.793,1.808
"Combat Arms","Army National Guard","Male",98.3,1.102,1.663
"Combat Arms","Army National Guard","Male",86.5,0.955,1.834
"Combat Arms","Army National Guard","Male",123.9,1.113,1.815
"Combat Arms","Army National Guard","Male",63.1,0.802,1.7
"Combat Arms","Army National Guard","Male",96.5,1.027,1.808
"Combat Arms","Army National Guard","Male",77.8,0.839,1.722
"Combat Arms","Army National Guard","Male",68.2,0.825,1.679
"Combat Arms","Army National Guard","Male",87.6,0.896,1.775
"Combat Service Support","Army National Guard","Male",102.8,1.082,1.826
"Combat Arms","Army National Guard","Male",93.5,0.967,1.767
"Combat Arms","Army National Guard","Male",78.4,0.91,1.685
"Combat Service Support","Army National Guard","Male",91.4,1.02,1.735
"Combat Service Support","Army National Guard","Male",87.5,0.922,1.668
"Combat Service Support","Army National Guard","Male",63.7,0.728,1.678
"Combat Service Support","Army National Guard","Male",93.9,0.975,1.808
"Combat Service Support","Army National Guard","Male",72.9,0.874,1.846
"Combat Service Support","Army National Guard","Male",84.1,0.868,1.771
"Combat Support","Army National Guard","Male",87.7,0.977,1.774
"Combat Service Support","Army National Guard","Male",96.5,1.019,1.748
"Combat Support","Army National Guard","Male",99.1,0.91,1.789
"Combat Support","Army National Guard","Male",100.1,1.058,1.825
"Combat Arms","Army National Guard","Male",87.2,0.933,1.698
"Combat Arms","Army National Guard","Male",113.1,1.1,1.85
"Combat Arms","Army National Guard","Male",74.4,0.86,1.766
"Combat Arms","Army National Guard","Male",64.7,0.748,1.638
"Combat Arms","Army National Guard","Male",101.9,1.007,1.818
"Combat Arms","Army National Guard","Male",68.1,0.883,1.664
"Combat Arms","Army National Guard","Male",89.2,0.992,1.902
"Combat Arms","Army National Guard","Male",82.4,0.853,1.722
"Combat Arms","Army National Guard","Male",79.3,0.888,1.833
"Combat Arms","Army National Guard","Male",116.6,1.146,1.847
"Combat Arms","Army National Guard","Male",94.8,1.127,1.69
"Combat Arms","Army National Guard","Male",113.2,0.982,1.934
"Combat Arms","Army National Guard","Male",109.3,1.153,1.807
"Combat Arms","Army National Guard","Male",68.8,0.832,1.651
"Combat Arms","Army National Guard","Male",105.2,1.102,1.768
"Combat Arms","Army National Guard","Male",76.8,0.873,1.812
"Combat Arms","Army National Guard","Male",92.7,1.017,1.743
"Combat Arms","Army National Guard","Male",82,0.875,1.715
"Combat Arms","Army National Guard","Male",87.7,0.996,1.681
"Combat Arms","Army National Guard","Male",82.5,0.883,1.847
"Combat Arms","Army National Guard","Male",76.2,0.859,1.684
"Combat Arms","Army National Guard","Male",89.4,0.887,1.865
"Combat Arms","Army National Guard","Male",79.1,0.917,1.732
"Combat Arms","Army National Guard","Male",67.7,0.878,1.655
"Combat Arms","Army National Guard","Male",85,0.97,1.759
"Combat Arms","Army National Guard","Male",75,0.821,1.764
"Combat Arms","Army National Guard","Male",78,0.888,1.74
"Combat Arms","Army National Guard","Male",75.2,0.782,1.766
"Combat Arms","Army National Guard","Male",70.6,0.893,1.656
"Combat Service Support","Army National Guard","Male",59.6,0.73,1.681
"Combat Service Support","Army National Guard","Male",86.1,0.953,1.658
"Combat Service Support","Army National Guard","Male",55.2,0.742,1.588
"Combat Service Support","Army National Guard","Male",72.3,0.835,1.754
"Combat Service Support","Army National Guard","Male",90.7,0.97,1.788
"Combat Service Support","Army National Guard","Male",69,0.78,1.806
"Combat Service Support","Army National Guard","Male",95.9,1.085,1.697
"Combat Arms","Army National Guard","Male",69,0.775,1.77
"Combat Arms","Army National Guard","Male",84,0.873,1.796
"Combat Arms","Army National Guard","Male",79.2,0.853,1.815
"Combat Arms","Army National Guard","Male",70.6,0.844,1.756
"Combat Arms","Army National Guard","Male",79.1,0.893,1.701
"Combat Arms","Army National Guard","Male",88.7,0.904,1.751
"Combat Arms","Army National Guard","Male",87.1,0.88,1.801
"Combat Arms","Army National Guard","Male",87.4,0.903,1.737
"Combat Arms","Army National Guard","Male",81.2,0.901,1.785
"Combat Arms","Army National Guard","Male",87.5,0.98,1.771
"Combat Arms","Army National Guard","Male",77.2,0.847,1.771
"Combat Arms","Army National Guard","Male",65.4,0.811,1.58
"Combat Arms","Army National Guard","Male",87.2,1.005,1.685
"Combat Arms","Army National Guard","Male",70,0.875,1.675
"Combat Arms","Army National Guard","Male",78.5,0.944,1.675
"Combat Arms","Army National Guard","Male",87,0.98,1.69
"Combat Support","Army National Guard","Male",70,0.836,1.593
"Combat Service Support","Army National Guard","Male",82.4,0.965,1.737
"Combat Service Support","Army National Guard","Male",81.3,0.949,1.693
"Combat Service Support","Army National Guard","Male",87.3,0.968,1.706
"Combat Service Support","Army National Guard","Male",78.7,0.836,1.888
"Combat Service Support","Army National Guard","Male",74.8,0.815,1.706
"Combat Arms","Army National Guard","Male",79.3,0.812,1.841
"Combat Arms","Army National Guard","Male",94.2,1.037,1.906
"Combat Support","Army National Guard","Male",86.7,0.925,1.866
"Combat Arms","Army National Guard","Male",88.9,1.008,1.788
"Combat Arms","Army National Guard","Male",97,0.933,1.887
"Combat Service Support","Army National Guard","Male",93.8,1.074,1.687
"Combat Service Support","Army National Guard","Male",104.6,1.137,1.724
"Combat Service Support","Army National Guard","Male",76.8,0.838,1.71
"Combat Arms","Army National Guard","Male",110.4,1.127,1.763
"Combat Support","Army National Guard","Male",99.1,1.08,1.722
"Combat Service Support","Army National Guard","Male",83.7,1.014,1.722
"Combat Service Support","Army National Guard","Male",68.7,0.818,1.659
"Combat Service Support","Army National Guard","Male",88.5,1.002,1.741
"Combat Service Support","Army National Guard","Male",86.9,1,1.71
"Combat Arms","Army National Guard","Male",103.4,1.1,1.774
"Combat Support","Army National Guard","Male",79.2,0.9,1.73
"Combat Service Support","Army National Guard","Male",65.1,0.817,1.798
"Combat Service Support","Army National Guard","Male",83.1,0.976,1.738
"Combat Support","Army National Guard","Male",99.9,1.09,1.781
"Combat Arms","Army National Guard","Male",96.8,1.071,1.623
"Combat Service Support","Army National Guard","Male",84.7,0.916,1.725
"Combat Service Support","Army National Guard","Male",73.7,0.922,1.756
"Combat Service Support","Army National Guard","Male",84.9,0.917,1.8
"Combat Support","Army National Guard","Male",98.5,1.011,1.778
"Combat Support","Army National Guard","Male",77.4,0.867,1.674
"Combat Service Support","Army National Guard","Male",85.5,0.872,1.774
"Combat Service Support","Army National Guard","Male",111.1,1.214,1.705
"Combat Service Support","Army National Guard","Male",82.9,0.968,1.749
"Combat Service Support","Army National Guard","Male",96.6,1.051,1.821
"Combat Support","Army National Guard","Male",66.5,0.798,1.691
"Combat Support","Army National Guard","Male",86.8,0.98,1.686
"Combat Service Support","Army National Guard","Male",93.4,0.971,1.823
"Combat Service Support","Army National Guard","Male",112.3,1.103,1.771
"Combat Service Support","Army National Guard","Male",95.4,0.998,1.75
"Combat Arms","Army National Guard","Male",77.6,0.883,1.687
"Combat Service Support","Army National Guard","Male",72.7,0.87,1.642
"Combat Service Support","Army National Guard","Male",91.5,1.043,1.734
"Combat Service Support","Army National Guard","Male",107.6,1.113,1.757
"Combat Arms","Army National Guard","Male",102.7,1.05,1.784
"Combat Service Support","Army National Guard","Male",79.8,0.965,1.685
"Combat Support","Army National Guard","Male",83.9,0.935,1.742
"Combat Service Support","Army National Guard","Male",88.8,0.966,1.788
"Combat Service Support","Army National Guard","Male",89.1,1.103,1.694
"Combat Service Support","Army National Guard","Male",99.8,1.007,1.873
"Combat Support","Army National Guard","Male",116.1,1.122,1.843
"Combat Support","Army National Guard","Male",76.7,0.955,1.635
"Combat Service Support","Army National Guard","Male",117.9,1.123,1.833
"Combat Support","Army National Guard","Male",108.6,0.995,1.919
"Combat Service Support","Army National Guard","Male",132.9,1.287,1.779
"Combat Support","Army National Guard","Male",95.2,0.983,1.825
"Combat Service Support","Army National Guard","Male",87.8,0.973,1.734
"Combat Service Support","Army National Guard","Male",82.2,0.939,1.663
"Combat Service Support","Army National Guard","Male",87,1,1.718
"Combat Service Support","Army National Guard","Male",95.4,0.893,1.814
"Combat Arms","Army National Guard","Male",83.5,0.996,1.76
"Combat Arms","Army National Guard","Male",67.2,0.847,1.631
"Combat Support","Army National Guard","Male",93.8,1.058,1.74
"Combat Support","Army National Guard","Male",91.3,0.988,1.749
"Combat Arms","Army National Guard","Male",94.7,1.029,1.757
"Combat Service Support","Army National Guard","Male",96.4,1.062,1.87
"Combat Service Support","Army National Guard","Male",72,0.793,1.754
"Combat Service Support","Army National Guard","Male",66.6,0.805,1.7
"Combat Service Support","Army National Guard","Male",70,0.873,1.683
"Combat Service Support","Army National Guard","Male",76.7,0.931,1.717
"Combat Service Support","Army National Guard","Male",78.5,0.835,1.82
"Combat Service Support","Army National Guard","Male",120.9,1.223,1.705
"Combat Service Support","Army National Guard","Male",110,1.118,1.844
"Combat Service Support","Army National Guard","Male",78.1,0.912,1.727
"Combat Support","Army National Guard","Male",76.1,0.866,1.697
"Combat Support","Army National Guard","Male",72.3,0.844,1.695
"Combat Service Support","Army National Guard","Male",82,0.86,1.781
"Combat Support","Army National Guard","Male",79.8,0.93,1.784
"Combat Support","Army National Guard","Male",77.9,0.898,1.719
"Combat Support","Army National Guard","Male",79.8,0.88,1.757
"Combat Support","Army National Guard","Male",68,0.826,1.744
"Combat Service Support","Army National Guard","Male",109.6,1.052,1.787
"Combat Service Support","Army National Guard","Male",85.8,0.982,1.733
"Combat Service Support","Army National Guard","Male",82.9,1.01,1.698
"Combat Service Support","Army National Guard","Male",116.2,1.073,1.874
"Combat Support","Army National Guard","Male",77.4,0.887,1.774
"Combat Service Support","Army National Guard","Male",98.9,1.024,1.823
"Combat Service Support","Army National Guard","Male",84.4,0.85,1.753
"Combat Service Support","Army National Guard","Male",85.1,0.87,1.793
"Combat Support","Army National Guard","Male",73.1,0.897,1.679
"Combat Arms","Army National Guard","Male",77.6,0.948,1.682
"Combat Service Support","Army National Guard","Male",75.4,0.789,1.761
"Combat Service Support","Regular Army","Male",96.3,1.01,1.717
"Combat Service Support","Army National Guard","Male",86.3,0.955,1.755
"Combat Service Support","Army National Guard","Male",92.8,0.985,1.681
"Combat Service Support","Army National Guard","Male",83.6,0.975,1.8
"Combat Service Support","Army National Guard","Male",136.9,1.325,1.862
"Combat Service Support","Army National Guard","Male",86.1,1.026,1.706
"Combat Service Support","Army National Guard","Male",78.6,0.926,1.788
"Combat Service Support","Army National Guard","Male",105.5,1.1,1.712
"Combat Service Support","Army National Guard","Male",69.3,0.825,1.663
"Combat Service Support","Army National Guard","Male",68.3,0.8,1.675
"Combat Service Support","Army National Guard","Male",58.7,0.729,1.707
"Combat Service Support","Army National Guard","Male",71.2,0.85,1.635
"Combat Service Support","Army National Guard","Male",74.6,0.891,1.694
"Combat Service Support","Army National Guard","Male",99.5,1.097,1.74
"Combat Service Support","Army National Guard","Male",84.7,0.938,1.68
"Combat Service Support","Army National Guard","Male",128.5,1.11,1.885
"Combat Service Support","Army National Guard","Male",83,0.953,1.698
"Combat Service Support","Army National Guard","Male",88.1,0.893,1.848
"Combat Service Support","Army National Guard","Male",89.7,0.991,1.697
"Combat Service Support","Army National Guard","Male",86.2,0.897,1.814
"Combat Service Support","Army National Guard","Male",97.9,0.986,1.819
"Combat Service Support","Army National Guard","Male",86.8,0.917,1.728
"Combat Support","Army National Guard","Male",69.3,0.731,1.723
"Combat Support","Army National Guard","Male",88.8,0.978,1.808
"Combat Service Support","Army National Guard","Male",75.8,0.884,1.786
"Combat Service Support","Army National Guard","Male",70.3,0.78,1.696
"Combat Service Support","Army National Guard","Male",74.3,0.845,1.747
"Combat Service Support","Army National Guard","Male",92.6,0.896,1.775
"Combat Service Support","Army National Guard","Male",90.3,0.991,1.802
"Combat Support","Army National Guard","Male",90.8,0.877,1.891
"Combat Service Support","Army National Guard","Male",56.3,0.721,1.665
"Combat Service Support","Army National Guard","Male",133.6,1.334,1.8
"Combat Service Support","Army National Guard","Male",87.9,0.892,1.793
"Combat Service Support","Army National Guard","Male",83.9,0.953,1.701
"Combat Service Support","Army National Guard","Male",76.9,0.8,1.808
"Combat Service Support","Army National Guard","Male",80.7,0.928,1.765
"Combat Service Support","Army National Guard","Male",112.1,1.042,1.874
"Combat Service Support","Army National Guard","Male",67.6,0.794,1.686
"Combat Service Support","Army National Guard","Male",100.4,1.117,1.676
"Combat Service Support","Army National Guard","Male",78.1,0.908,1.689
"Combat Service Support","Army National Guard","Male",70.9,0.8,1.711
"Combat Service Support","Army National Guard","Male",79,0.783,1.887
"Combat Service Support","Army National Guard","Male",68.8,0.785,1.725
"Combat Service Support","Army National Guard","Male",74.8,0.799,1.762
"Combat Service Support","Army National Guard","Male",74.6,0.865,1.689
"Combat Service Support","Army National Guard","Male",94.5,1.062,1.735
"Combat Service Support","Army National Guard","Male",79.7,0.936,1.708
"Combat Service Support","Army National Guard","Male",87.7,0.943,1.78
"Combat Service Support","Army National Guard","Male",79.9,0.973,1.783
"Combat Support","Army National Guard","Male",90,0.965,1.778
"Combat Service Support","Army National Guard","Male",94.3,1.015,1.814
"Combat Service Support","Army National Guard","Male",93.3,1.063,1.675
"Combat Support","Army National Guard","Male",87.8,0.965,1.733
"Combat Service Support","Army National Guard","Male",57.2,0.787,1.605
"Combat Service Support","Army National Guard","Male",107.9,1.096,1.738
"Combat Support","Army National Guard","Male",79.1,0.943,1.711
"Combat Support","Army National Guard","Male",78,0.93,1.665
"Combat Arms","Army National Guard","Male",91.2,0.955,1.812
"Combat Service Support","Army National Guard","Male",116.6,1.127,1.823
"Combat Support","Army National Guard","Male",110.7,1.14,1.801
"Combat Arms","Army National Guard","Male",96.3,1.041,1.75
"Combat Service Support","Army National Guard","Male",95.2,1.081,1.686
"Combat Support","Army National Guard","Male",105.5,1.06,1.802
"Combat Service Support","Army National Guard","Male",98.2,0.983,1.82
"Combat Support","Army National Guard","Male",96.5,1.046,1.757
"Combat Service Support","Army National Guard","Male",95.9,1.129,1.78
"Combat Service Support","Army National Guard","Male",76.7,0.882,1.78
"Combat Service Support","Army National Guard","Male",84.5,0.957,1.682
"Combat Service Support","Army National Guard","Male",95.7,1.067,1.711
"Combat Support","Army National Guard","Male",80.9,0.931,1.679
"Combat Support","Army National Guard","Male",84,0.966,1.674
"Combat Service Support","Army National Guard","Male",84.3,0.931,1.755
"Combat Arms","Army National Guard","Male",84.2,0.981,1.706
"Combat Arms","Army National Guard","Male",87,0.924,1.85
"Combat Service Support","Army National Guard","Male",64.9,0.814,1.676
"Combat Service Support","Army National Guard","Male",94.4,0.976,1.908
"Combat Service Support","Army National Guard","Male",92.6,1.025,1.825
"Combat Service Support","Army National Guard","Male",97.3,1.038,1.799
"Combat Service Support","Army National Guard","Male",81,0.939,1.81
"Combat Service Support","Army National Guard","Male",80.2,0.899,1.792
"Combat Service Support","Army National Guard","Male",66.7,0.796,1.722
"Combat Service Support","Army National Guard","Male",84,0.937,1.713
"Combat Support","Army National Guard","Male",92.3,0.983,1.775
"Combat Service Support","Army National Guard","Male",88.7,0.845,1.861
"Combat Service Support","Army National Guard","Male",79,0.957,1.66
"Combat Service Support","Army National Guard","Male",110.2,1.167,1.754
"Combat Arms","Army National Guard","Male",82.9,0.939,1.762
"Combat Service Support","Army National Guard","Male",88.3,1.025,1.724
"Combat Service Support","Army National Guard","Male",82.6,1.039,1.627
"Combat Service Support","Army National Guard","Male",107.4,1.073,1.731
"Combat Service Support","Army National Guard","Male",75,0.9,1.862
"Combat Arms","Army National Guard","Male",100.4,1.1,1.834
"Combat Service Support","Army National Guard","Male",126.4,1.128,1.881
"Combat Arms","Army National Guard","Male",95.7,1.042,1.77
"Combat Service Support","Army National Guard","Male",89.4,1.028,1.675
"Combat Arms","Army National Guard","Male",84.9,0.987,1.721
"Combat Arms","Army National Guard","Male",93,1.052,1.673
"Combat Service Support","Army National Guard","Male",119.3,1.137,1.909
"Combat Service Support","Army National Guard","Male",104.2,1.08,1.75
"Combat Service Support","Army National Guard","Male",90.7,1.005,1.78
"Combat Service Support","Army National Guard","Male",68.2,0.757,1.84
"Combat Support","Army National Guard","Male",90.2,0.932,1.873
"Combat Support","Army National Guard","Male",118.9,1.147,1.78
"Combat Support","Army National Guard","Male",92.2,1.054,1.768
"Combat Support","Army National Guard","Male",101,0.95,1.821
"Combat Support","Army National Guard","Male",79.6,0.953,1.698
"Combat Service Support","Army National Guard","Male",104.9,1.12,1.69
"Combat Service Support","Army National Guard","Male",99.4,1.068,1.773
"Combat Service Support","Army National Guard","Male",85.9,0.958,1.744
"Combat Arms","Army National Guard","Male",72.9,0.788,1.733
"Combat Arms","Army National Guard","Male",69.6,0.808,1.813
"Combat Support","Army National Guard","Male",103.8,1.165,1.834
"Combat Service Support","Army National Guard","Male",94.4,0.95,1.864
"Combat Support","Army National Guard","Male",137.5,1.3,1.885
"Combat Service Support","Army National Guard","Male",85.3,0.976,1.807
"Combat Support","Army National Guard","Male",84.3,0.855,1.8
"Combat Support","Army National Guard","Male",66,0.777,1.725
"Combat Arms","Army National Guard","Male",93.7,1.077,1.748
"Combat Support","Army National Guard","Male",94.1,1.033,1.763
"Combat Service Support","Army National Guard","Male",77,0.961,1.728
"Combat Support","Army National Guard","Male",93.7,1.118,1.708
"Combat Arms","Army National Guard","Male",67.3,0.786,1.657
"Combat Support","Army National Guard","Male",83,0.966,1.74
"Combat Support","Army National Guard","Male",78.3,0.907,1.686
"Combat Arms","Army National Guard","Male",90,1.025,1.621
"Combat Support","Army National Guard","Male",67.3,0.795,1.623
"Combat Service Support","Army National Guard","Male",79,0.893,1.629
"Combat Support","Army National Guard","Male",101.5,1.108,1.707
"Combat Service Support","Army National Guard","Male",57.4,0.736,1.717
"Combat Service Support","Army National Guard","Male",76.5,0.89,1.767
"Combat Service Support","Army National Guard","Male",91.9,0.914,1.847
"Combat Arms","Army National Guard","Male",79.7,0.851,1.79
"Combat Arms","Army National Guard","Male",73.1,0.841,1.697
"Combat Arms","Army National Guard","Male",106.5,1.176,1.758
"Combat Arms","Army National Guard","Male",67.5,0.908,1.643
"Combat Arms","Army National Guard","Male",77.8,0.828,1.753
"Combat Service Support","Army National Guard","Male",73.9,0.815,1.759
"Combat Support","Army National Guard","Male",77.9,0.887,1.748
"Combat Arms","Army National Guard","Male",120.7,1.158,1.834
"Combat Arms","Army National Guard","Male",71.9,0.836,1.712
"Combat Arms","Army National Guard","Male",87.1,0.903,1.787
"Combat Service Support","Army National Guard","Male",103.4,1.128,1.645
"Combat Support","Army National Guard","Male",81.2,0.831,1.755
"Combat Service Support","Army National Guard","Male",80.7,0.832,1.765
"Combat Service Support","Army National Guard","Male",66.4,0.763,1.717
"Combat Arms","Army National Guard","Male",100.2,1.068,1.749
"Combat Service Support","Army National Guard","Male",78.9,0.928,1.758
"Combat Service Support","Army National Guard","Male",83.6,1.013,1.604
"Combat Service Support","Army National Guard","Male",75.5,0.764,1.746
"Combat Support","Army National Guard","Male",88.5,0.968,1.709
"Combat Support","Army National Guard","Male",83.5,1.063,1.656
"Combat Support","Army National Guard","Male",101.3,1.14,1.684
"Combat Arms","Army National Guard","Male",71.3,0.775,1.781
"Combat Arms","Army National Guard","Male",77.6,0.853,1.75
"Combat Arms","Army National Guard","Male",90.2,1.03,1.737
"Combat Service Support","Army National Guard","Male",79.4,0.84,1.891
"Combat Arms","Army National Guard","Male",84.2,0.943,1.788
"Combat Arms","Army National Guard","Male",93.2,1.026,1.718
"Combat Arms","Army National Guard","Male",66.7,0.885,1.64
"Combat Arms","Army National Guard","Male",104.3,1.054,1.836
"Combat Arms","Army National Guard","Male",73.6,0.882,1.604
"Combat Service Support","Army National Guard","Male",80.9,0.917,1.707
"Combat Arms","Army National Guard","Male",83,0.995,1.681
"Combat Support","Army National Guard","Male",80.2,0.927,1.84
"Combat Arms","Army National Guard","Male",60.6,0.758,1.711
"Combat Arms","Army National Guard","Male",80.1,0.924,1.807
"Combat Arms","Army National Guard","Male",66.8,0.76,1.739
"Combat Arms","Army National Guard","Male",81.1,1.016,1.703
"Combat Arms","Army National Guard","Male",59.1,0.769,1.77
"Combat Arms","Army National Guard","Male",92.4,1.061,1.747
"Combat Arms","Army National Guard","Male",93.8,1.038,1.848
"Combat Service Support","Army Reserve","Male",73.5,0.817,1.788
"Combat Arms","Army National Guard","Male",88.5,0.968,1.814
"Combat Arms","Army National Guard","Male",85.5,0.904,1.754
"Combat Service Support","Army National Guard","Male",83.9,0.954,1.684
"Combat Arms","Army National Guard","Male",67.8,0.815,1.764
"Combat Arms","Army National Guard","Male",81.1,0.96,1.729
"Combat Arms","Army National Guard","Male",93,0.976,1.746
"Combat Arms","Army National Guard","Male",84.6,0.896,1.688
"Combat Service Support","Army National Guard","Male",72.9,0.857,1.729
"Combat Support","Army National Guard","Male",58.8,0.728,1.835
"Combat Service Support","Army National Guard","Male",94.1,1.051,1.739
"Combat Service Support","Army National Guard","Male",100.3,1.021,1.782
"Combat Service Support","Army National Guard","Male",81.7,0.98,1.745
"Combat Service Support","Army National Guard","Male",80.4,0.876,1.749
"Combat Service Support","Army National Guard","Male",73,0.838,1.72
"Combat Arms","Army National Guard","Male",80.4,0.946,1.735
"Combat Arms","Army National Guard","Male",84.9,0.911,1.75
"Combat Service Support","Army National Guard","Male",102.5,1.08,1.772
"Combat Service Support","Army National Guard","Male",86.4,0.882,1.832
"Combat Arms","Army National Guard","Male",109.4,1.076,1.85
"Combat Arms","Army National Guard","Male",88.2,0.916,1.664
"Combat Arms","Army National Guard","Male",93.6,1.101,1.675
"Combat Service Support","Army National Guard","Male",92,0.958,1.807
"Combat Support","Army National Guard","Male",86.2,0.944,1.765
"Combat Arms","Army National Guard","Male",86.1,0.888,1.792
"Combat Arms","Army National Guard","Male",97.7,1.058,1.795
"Combat Arms","Army National Guard","Male",70.7,0.777,1.753
"Combat Service Support","Army National Guard","Male",96.9,0.882,1.816
"Combat Arms","Army National Guard","Male",71.8,0.87,1.6
"Combat Arms","Army National Guard","Male",69.9,0.761,1.655
"Combat Arms","Army National Guard","Male",71.1,0.822,1.608
"Combat Arms","Army National Guard","Male",93.9,1.014,1.753
"Combat Arms","Army National Guard","Male",85.9,0.907,1.704
"Combat Arms","Army National Guard","Male",89.2,0.913,1.887
"Combat Arms","Army National Guard","Male",74.4,0.82,1.784
"Combat Arms","Army National Guard","Male",63.2,0.745,1.778
"Combat Arms","Army National Guard","Male",91.3,0.855,1.877
"Combat Arms","Army National Guard","Male",71.6,0.795,1.734
"Combat Arms","Army National Guard","Male",89.9,0.845,1.808
"Combat Arms","Army National Guard","Male",85.9,0.872,1.815
"Combat Arms","Army National Guard","Male",82.6,0.912,1.793
"Combat Arms","Army National Guard","Male",91.1,0.917,1.758
"Combat Arms","Army National Guard","Male",96.7,0.995,1.772
"Combat Support","Army National Guard","Male",78.9,0.957,1.694
"Combat Service Support","Army National Guard","Male",73.3,0.822,1.661
"Combat Arms","Army National Guard","Male",90.1,0.902,1.73
"Combat Arms","Army National Guard","Male",69.3,0.753,1.653
"Combat Arms","Army National Guard","Male",81.7,0.96,1.753
"Combat Arms","Army National Guard","Male",84.6,0.918,1.74
"Combat Arms","Army National Guard","Male",75.2,0.823,1.711
"Combat Arms","Army National Guard","Male",94.4,0.972,1.758
"Combat Service Support","Army National Guard","Male",69.3,0.843,1.761
"Combat Service Support","Army National Guard","Male",87.2,1.063,1.725
"Combat Arms","Army National Guard","Male",74.9,0.824,1.702
"Combat Arms","Army National Guard","Male",89.9,0.97,1.775
"Combat Arms","Army National Guard","Male",86.2,1.023,1.67
"Combat Arms","Army National Guard","Male",82.5,0.9,1.768
"Combat Arms","Army National Guard","Male",80.3,0.933,1.687
"Combat Arms","Army National Guard","Male",74,0.828,1.7
"Combat Service Support","Army National Guard","Male",96.6,1.03,1.749
"Combat Service Support","Army National Guard","Male",87.9,0.986,1.71
"Combat Arms","Army National Guard","Male",75.7,0.821,1.924
"Combat Service Support","Army National Guard","Male",88.2,0.837,1.729
"Combat Arms","Army National Guard","Male",73.3,0.797,1.713
"Combat Arms","Army National Guard","Male",73,0.844,1.737
"Combat Arms","Army National Guard","Male",114.2,1.165,1.741
"Combat Support","Army National Guard","Male",78,0.913,1.635
"Combat Service Support","Army National Guard","Male",101.9,1.068,1.744
"Combat Arms","Army National Guard","Male",109.5,1.147,1.745
"Combat Service Support","Army National Guard","Male",68.7,0.746,1.744
"Combat Service Support","Army National Guard","Male",99.7,1.131,1.733
"Combat Service Support","Army National Guard","Male",102.1,1.1,1.786
"Combat Service Support","Army National Guard","Male",95,1.083,1.797
"Combat Service Support","Army National Guard","Male",83.8,0.964,1.824
"Combat Service Support","Army National Guard","Male",97,1.1,1.648
"Combat Service Support","Army National Guard","Male",69.7,0.791,1.627
